company_id,industry,state,grid_factor,annual_kwh,monthly_kwh_avg,revenue_lakhs,annual_co2_kg,co2_per_lakh_revenue,energy_efficiency,solar_percent,ev_percent,has_rec,has_iso14001,tariff_avg,carbon_score,grade,grade_encoded
COMP_0197,it_services,andhra_pradesh,0.72,103022.54,8585.21,1888.47,74176.23,39.28,0.3493,0,5,1,0,9.39,63.0,B,2
COMP_0198,pharma,kerala,0.42,70008.21,5834.02,670.42,74432.73,111.02,0.9757,40,0,1,1,7.43,90.7,A,4
COMP_0199,textile,punjab,0.76,101710.82,8475.9,1578.53,142720.63,90.41,0.6502,0,20,0,0,6.96,56.4,B,2
COMP_0200,pharma,jharkhand,0.89,320348.52,26695.71,7857.07,285110.19,36.29,0.1669,0,5,0,0,7.59,37.9,C,1
COMP_0201,pharma,west_bengal,0.9,197939.14,16494.93,3867.04,178145.22,46.07,0.6641,0,10,0,0,8.27,69.0,B+,3
COMP_0202,chemicals,uttar_pradesh,0.85,583752.91,48646.08,13327.21,871659.84,65.4,0.4002,5,0,0,0,7.93,47.8,C,1
COMP_0203,it_services,delhi,0.72,88709.47,7392.46,1467.88,63870.82,43.51,0.3949,0,0,0,0,9.35,53.2,B,2
COMP_0204,textile,haryana,0.8,297174.63,24764.55,4195.59,428882.43,102.22,0.0959,0,10,0,0,6.9,49.8,C,1
COMP_0205,steel,gujarat,0.82,539761.33,44980.11,12369.53,442604.29,35.78,0.5447,0,0,0,1,6.58,61.5,B,2
COMP_0206,food_processing,delhi,0.72,297942.0,24828.5,5411.87,406154.53,75.05,0.3305,0,0,0,0,6.32,50.6,B,2
COMP_0207,paper,odisha,0.91,130240.13,10853.34,1518.85,202288.98,133.19,0.942,0,0,0,0,7.11,59.9,B,2
COMP_0208,food_processing,bihar,0.84,245623.51,20468.63,4748.41,364308.78,76.72,0.343,25,10,0,1,7.35,56.3,B,2
COMP_0209,paper,madhya_pradesh,0.83,135040.27,11253.36,2348.54,112083.42,47.72,0.9532,0,0,0,1,7.06,62.7,B,2
COMP_0210,textile,west_bengal,0.9,264929.22,22077.44,3344.77,238436.3,71.29,0.1666,25,0,0,1,7.94,50.7,B,2
COMP_0211,steel,jharkhand,0.89,634588.11,52882.34,11729.34,972950.5,82.95,0.4596,15,0,0,0,6.18,49.7,C,1
COMP_0212,paper,haryana,0.8,441387.72,36782.31,8435.41,353110.17,41.86,0.1682,15,0,0,0,7.19,52.8,B,2
COMP_0213,plastics,rajasthan,0.88,413540.72,34461.73,9612.69,363915.83,37.86,0.1265,25,5,0,0,8.26,43.8,C,1
COMP_0214,textile,chhattisgarh,0.92,232430.42,19369.2,2922.93,213835.98,73.16,0.2172,0,0,0,0,7.9,52.5,B,2
COMP_0215,paper,madhya_pradesh,0.83,146461.35,12205.11,2212.76,121562.92,54.94,0.9153,0,0,0,1,7.47,71.4,B+,3
COMP_0216,steel,west_bengal,0.9,840275.71,70022.98,16437.04,1296713.47,78.89,0.2359,0,0,1,1,7.36,54.4,B,2
COMP_0217,textile,tamil_nadu,0.68,73367.42,6113.95,1584.09,97079.77,61.28,0.6839,15,0,0,0,8.0,62.9,B,2
COMP_0218,textile,andhra_pradesh,0.72,178874.34,14906.19,3169.01,128789.52,40.64,0.4747,0,0,0,0,7.5,52.1,B,2
COMP_0219,food_processing,west_bengal,0.9,276842.61,23070.22,4313.58,249158.35,57.76,0.1186,0,0,0,1,6.35,46.5,C,1
COMP_0220,paper,uttar_pradesh,0.85,162150.27,13512.52,3200.55,137827.73,43.06,0.6974,5,5,0,1,7.33,60.1,B,2
COMP_0221,textile,bihar,0.84,291139.83,24261.65,3390.3,244557.46,72.13,0.0,10,5,0,1,8.01,48.2,C,1
COMP_0222,cement,rajasthan,0.88,902596.73,75216.39,18912.44,794285.13,42.0,0.2379,0,0,0,0,5.99,53.5,B,2
COMP_0223,paper,karnataka,0.62,392117.06,32676.42,9617.7,243112.58,25.28,0.4278,0,0,0,0,7.6,55.9,B,2
COMP_0224,plastics,rajasthan,0.88,382794.57,31899.55,5747.01,336859.22,58.61,0.2205,0,0,0,0,7.86,46.2,C,1
COMP_0225,food_processing,andhra_pradesh,0.72,346584.51,28882.04,3427.97,249540.85,72.8,0.2053,30,0,0,0,7.41,56.3,B,2
COMP_0226,cement,rajasthan,0.88,758315.51,63192.96,10222.05,1155066.18,113.0,0.4486,0,20,0,0,7.08,62.4,B,2
COMP_0227,pharma,maharashtra,0.79,109988.17,9165.68,920.75,86890.65,94.37,0.7847,30,10,0,0,8.42,70.8,B+,3
COMP_0228,paper,jharkhand,0.89,169622.37,14135.2,2464.88,260065.01,105.51,0.769,20,0,0,0,7.62,68.2,B+,3
COMP_0229,steel,jharkhand,0.89,891557.77,74296.48,18702.36,793486.42,42.43,0.2377,5,0,0,1,7.13,50.4,B,2
COMP_0230,steel,rajasthan,0.88,329774.68,27481.22,5460.12,290201.71,53.15,0.8656,0,5,0,0,7.09,61.3,B,2
COMP_0231,paper,odisha,0.91,369223.97,30768.66,5728.04,573478.67,100.12,0.3244,0,0,1,0,7.14,59.9,B,2
COMP_0232,pharma,haryana,0.8,172702.51,14391.88,4174.59,138162.01,33.1,0.6069,0,5,0,0,7.7,51.0,B,2
COMP_0233,paper,bihar,0.84,188433.97,15702.83,3121.41,279485.26,89.54,0.7099,10,0,0,0,6.93,54.7,B,2
COMP_0234,chemicals,punjab,0.76,516831.36,43069.28,9132.11,725217.77,79.41,0.4719,0,0,0,1,7.3,63.2,B,2
COMP_0235,food_processing,gujarat,0.82,191021.73,15918.48,4303.44,279502.99,64.95,0.4447,0,0,0,1,6.75,56.3,B,2
COMP_0236,plastics,telangana,0.74,324749.49,27062.46,6880.8,240314.62,34.93,0.2093,0,10,0,1,7.12,48.3,C,1
COMP_0237,steel,haryana,0.8,946999.81,78916.65,21249.25,1366710.12,64.32,0.3326,5,0,0,1,7.22,57.5,B,2
COMP_0238,food_processing,haryana,0.8,321244.18,26770.35,3642.43,463619.6,127.28,0.2903,0,0,0,0,7.39,46.3,C,1
COMP_0239,food_processing,maharashtra,0.79,226366.94,18863.91,4520.46,324429.1,71.77,0.3477,30,0,0,0,7.18,47.5,C,1
COMP_0240,chemicals,kerala,0.42,521084.91,43423.74,6701.98,554017.48,82.66,0.4817,0,0,0,1,8.51,51.5,B,2
COMP_0241,pharma,gujarat,0.82,378592.66,31549.39,3957.54,553956.77,139.97,0.2238,5,10,0,1,8.81,47.1,C,1
COMP_0242,food_processing,gujarat,0.82,283575.72,23631.31,3929.18,232532.09,59.18,0.3084,10,0,0,0,6.84,50.8,B,2
COMP_0243,steel,madhya_pradesh,0.83,261197.48,21766.46,3494.08,384796.13,110.13,0.9066,0,0,0,1,7.16,64.9,B,2
COMP_0244,steel,bihar,0.84,651186.74,54265.56,6438.12,965840.18,150.02,0.3829,10,15,0,0,7.2,42.7,C,1
COMP_0245,auto_components,gujarat,0.82,195299.6,16274.97,1588.4,285762.38,179.91,0.642,0,0,0,0,7.36,42.4,C,1
COMP_0246,it_services,delhi,0.72,56591.1,4715.93,998.66,40745.6,40.8,0.7343,0,10,0,1,8.52,66.7,B+,3
COMP_0247,it_services,west_bengal,0.9,144080.2,12006.68,1484.1,129672.18,87.37,0.1474,0,30,0,0,9.27,50.0,B,2
COMP_0248,cement,maharashtra,0.79,1000559.64,83379.97,24048.15,1434002.08,59.63,0.2418,50,10,0,1,5.86,65.8,B+,3
COMP_0249,cement,haryana,0.8,622896.29,51908.02,14908.4,898963.93,60.3,0.4387,20,0,0,1,5.86,56.6,B,2
COMP_0250,cement,telangana,0.74,889477.85,74123.15,20693.66,1230325.77,59.45,0.2365,0,0,0,0,6.9,43.1,C,1
COMP_0251,pharma,punjab,0.76,245347.24,20445.6,2516.94,186463.9,74.08,0.5927,40,0,0,0,7.91,62.4,B,2
COMP_0252,textile,andhra_pradesh,0.72,75727.47,6310.62,857.19,54523.78,63.61,0.8683,0,0,0,0,6.81,58.8,B,2
COMP_0253,textile,tamil_nadu,0.68,241018.28,20084.86,3985.34,163892.43,41.12,0.3823,25,10,0,1,6.9,63.9,B,2
COMP_0254,steel,haryana,0.8,641211.82,53434.32,12903.34,925396.9,71.72,0.4725,50,0,0,1,7.17,72.5,B+,3
COMP_0255,textile,uttar_pradesh,0.85,230787.32,19232.28,3190.37,344611.62,108.02,0.3118,25,10,0,0,7.87,49.0,C,1
COMP_0256,auto_components,odisha,0.91,103398.01,8616.5,1802.87,160597.79,89.08,0.7121,20,0,0,1,6.93,66.8,B+,3
COMP_0257,auto_components,uttar_pradesh,0.85,463584.06,38632.01,9051.8,692223.72,76.47,0.3434,0,0,1,0,7.49,52.0,B,2
COMP_0258,paper,chhattisgarh,0.92,459255.42,38271.29,8385.17,422514.99,50.39,0.2856,0,0,0,0,8.07,48.6,C,1
COMP_0259,paper,west_bengal,0.9,413396.99,34449.75,3893.86,637954.24,163.84,0.2077,0,0,0,0,6.79,39.8,C,1
COMP_0260,paper,telangana,0.74,248236.74,20686.4,5994.81,343361.06,57.28,0.6373,25,0,0,1,7.19,60.4,B,2
COMP_0261,paper,andhra_pradesh,0.72,200032.74,16669.4,3789.8,144023.57,38.0,0.7638,0,0,1,1,6.83,70.7,B+,3
COMP_0262,textile,uttar_pradesh,0.85,282162.18,23513.52,5748.08,239837.85,41.72,0.2787,0,5,0,0,7.08,43.8,C,1
COMP_0263,pharma,delhi,0.72,261432.96,21786.08,3633.11,188231.73,51.81,0.3405,10,15,0,0,7.45,54.4,B,2
COMP_0264,steel,karnataka,0.62,901158.4,75096.53,10110.76,558718.21,55.26,0.3085,0,0,0,1,6.84,61.9,B,2
COMP_0265,plastics,haryana,0.8,238154.8,19846.23,2924.26,190523.84,65.15,0.467,15,0,1,0,7.45,56.0,B,2
COMP_0266,food_processing,chhattisgarh,0.92,68665.39,5722.12,599.32,63172.16,105.41,0.9338,20,0,0,0,7.62,65.4,B+,3
COMP_0267,steel,madhya_pradesh,0.83,556375.55,46364.63,11300.79,819652.45,72.53,0.4458,0,0,0,0,7.44,52.5,B,2
COMP_0268,plastics,jharkhand,0.89,214211.84,17850.99,3633.52,190648.54,52.47,0.4116,10,0,0,0,8.21,46.5,C,1
COMP_0269,it_services,gujarat,0.82,49098.57,4091.55,900.16,40260.83,44.73,0.7962,30,0,0,0,9.23,65.9,B+,3
COMP_0270,it_services,haryana,0.8,60244.24,5020.35,948.9,48195.39,50.79,0.6433,10,0,0,0,8.62,49.6,C,1
COMP_0271,steel,west_bengal,0.9,725085.35,60423.78,14642.03,1118951.72,76.42,0.6302,0,0,0,1,6.68,55.5,B,2
COMP_0272,plastics,chhattisgarh,0.92,234607.52,19550.63,3838.2,215838.92,56.23,0.4504,0,0,0,0,7.84,50.0,B,2
COMP_0273,textile,haryana,0.8,128209.15,10684.1,2394.44,185031.45,77.28,0.5533,0,0,0,0,6.85,46.3,C,1
COMP_0274,paper,west_bengal,0.9,242193.58,20182.8,2796.13,217974.22,77.96,0.5139,15,5,0,0,8.01,58.7,B,2
COMP_0275,paper,odisha,0.91,345373.68,28781.14,5325.23,536434.4,100.73,0.3847,5,0,1,0,6.78,56.6,B,2
COMP_0276,chemicals,telangana,0.74,197919.17,16493.26,4474.84,273761.79,61.18,0.7849,0,0,0,1,8.44,73.7,B+,3
COMP_0277,food_processing,andhra_pradesh,0.72,179781.25,14981.77,3461.69,129442.5,37.39,0.6263,0,0,0,0,7.1,58.5,B,2
COMP_0278,plastics,delhi,0.72,195053.66,16254.47,3587.55,140438.63,39.15,0.5679,0,0,0,1,8.11,67.4,B+,3
COMP_0279,textile,gujarat,0.82,132663.64,11055.3,3137.71,108784.18,34.67,0.3339,0,0,0,0,7.08,43.1,C,1
COMP_0280,plastics,telangana,0.74,271599.33,22633.28,2982.82,200983.5,67.38,0.5008,0,0,0,0,7.49,59.4,B,2
COMP_0281,cement,telangana,0.74,365296.95,30441.41,6963.38,505278.74,72.56,0.7856,0,30,0,0,6.77,66.1,B+,3
COMP_0282,it_services,kerala,0.42,124690.02,10390.84,2825.99,52369.81,18.53,0.4531,0,10,1,1,8.46,65.0,B+,3
COMP_0283,chemicals,jharkhand,0.89,149132.28,12427.69,1995.6,132727.73,66.51,0.8431,20,0,0,1,7.3,73.7,B+,3
COMP_0284,pharma,chhattisgarh,0.92,312122.85,26010.24,4566.09,287153.02,62.89,0.3266,5,10,0,1,8.96,62.2,B,2
COMP_0285,pharma,madhya_pradesh,0.83,151668.68,12639.06,2275.69,125885.0,55.32,0.762,15,5,0,0,7.43,53.2,B,2
COMP_0286,cement,kerala,0.42,1058536.34,88211.36,10279.37,1125435.84,109.48,0.2209,0,0,0,0,6.46,42.0,C,1
COMP_0287,it_services,haryana,0.8,85872.7,7156.06,1520.66,68698.16,45.18,0.5731,0,0,1,0,9.06,59.8,B,2
COMP_0288,textile,telangana,0.74,282885.58,23573.8,4352.43,391287.33,89.9,0.0156,5,0,0,0,8.01,37.2,C,1
COMP_0289,it_services,west_bengal,0.9,38357.19,3196.43,742.86,34521.47,46.47,0.9149,0,0,0,0,8.81,58.8,B,2
COMP_0290,paper,odisha,0.91,128493.91,10707.83,2541.46,199576.74,78.53,0.8039,0,0,0,1,6.69,73.4,B+,3
COMP_0291,it_services,delhi,0.72,79916.32,6659.69,1358.34,57539.75,42.36,0.4699,0,0,0,0,9.79,43.6,C,1
COMP_0292,textile,odisha,0.91,282387.71,23532.31,3388.22,438604.59,129.45,0.3112,0,0,0,1,8.13,52.4,B,2
COMP_0293,paper,telangana,0.74,103076.71,8589.73,1830.09,142575.7,77.91,0.6996,5,0,0,0,7.29,68.6,B+,3
COMP_0294,it_services,rajasthan,0.88,90642.31,7553.53,1040.07,79765.24,76.69,0.3584,0,0,0,0,8.88,52.1,B,2
COMP_0295,auto_components,rajasthan,0.88,305575.39,25464.62,4849.23,465452.43,95.98,0.6209,10,5,0,0,7.76,61.4,B,2
COMP_0296,auto_components,punjab,0.76,588524.28,49043.69,6931.52,825817.27,119.14,0.2573,15,0,1,0,7.09,57.0,B,2
COMP_0297,it_services,telangana,0.74,71136.3,5928.03,1504.44,52640.86,34.99,0.5008,0,0,0,1,9.21,55.2,B,2
COMP_0298,food_processing,west_bengal,0.9,143548.75,11962.4,2891.76,129193.88,44.68,0.7159,0,0,0,1,6.35,66.0,B+,3
COMP_0299,plastics,maharashtra,0.79,385539.11,32128.26,7256.6,552554.66,76.15,0.435,10,15,0,0,7.67,53.8,B,2
COMP_0300,auto_components,delhi,0.72,271369.74,22614.14,6458.07,369931.23,57.28,0.4774,50,15,0,1,6.91,74.9,B+,3
COMP_0301,textile,rajasthan,0.88,283822.57,23651.88,2369.93,249763.86,105.39,0.0344,10,0,0,0,8.14,42.4,C,1
COMP_0302,textile,odisha,0.91,130927.82,10910.65,2856.52,119144.32,41.71,0.6035,0,0,0,0,7.73,60.7,B,2
COMP_0303,chemicals,punjab,0.76,381848.63,31820.72,8661.27,535809.99,61.86,0.6242,0,0,0,0,8.54,46.9,C,1
COMP_0304,food_processing,gujarat,0.82,271872.39,22656.03,3412.06,397803.68,116.59,0.3614,5,0,0,0,7.24,46.2,C,1
COMP_0305,plastics,kerala,0.42,85546.57,7128.88,1384.52,90953.11,65.69,0.8433,0,5,0,0,7.16,69.5,B+,3
COMP_0306,it_services,telangana,0.74,25715.74,2142.98,617.07,19029.65,30.84,0.887,0,0,0,0,9.55,70.0,B+,3
COMP_0307,food_processing,uttar_pradesh,0.85,285857.12,23821.43,3110.15,426841.85,137.24,0.2447,0,10,0,1,6.33,56.2,B,2
COMP_0308,it_services,odisha,0.91,107651.62,8970.97,1708.64,97962.97,57.33,0.4659,15,0,0,1,9.34,61.6,B,2
COMP_0309,pharma,gujarat,0.82,353656.6,29471.38,6741.37,289998.41,43.02,0.4489,0,5,1,0,7.45,67.1,B+,3
COMP_0310,plastics,delhi,0.72,408505.21,34042.1,3740.01,294123.75,78.64,0.1057,0,5,0,0,7.31,49.9,C,1
COMP_0311,chemicals,tamil_nadu,0.68,127387.65,10615.64,1750.91,168559.34,96.27,0.8905,0,0,0,0,7.32,54.2,B,2
COMP_0312,plastics,haryana,0.8,374672.52,31222.71,3265.39,299738.02,91.79,0.2621,15,5,0,1,7.6,58.3,B,2
COMP_0313,cement,west_bengal,0.9,297848.45,24820.7,3388.59,459639.73,135.64,0.7172,5,30,0,0,6.91,63.6,B,2
COMP_0314,steel,maharashtra,0.79,272599.55,22716.63,5091.38,390689.67,76.74,0.8625,20,0,0,0,7.43,55.8,B,2
COMP_0315,paper,tamil_nadu,0.68,455481.82,37956.82,7652.38,602693.54,78.76,0.2498,30,5,0,0,8.1,48.0,C,1
COMP_0316,auto_components,tamil_nadu,0.68,514411.43,42867.62,12129.59,349799.77,28.84,0.2024,0,15,0,1,6.74,62.7,B,2
COMP_0317,it_services,kerala,0.42,40891.93,3407.66,392.68,17174.61,43.74,0.8277,5,20,0,0,8.19,71.8,B+,3
COMP_0318,pharma,bihar,0.84,153983.19,12831.93,2522.09,228387.87,90.56,0.6378,0,0,0,0,8.94,45.6,C,1
COMP_0319,cement,jharkhand,0.89,840362.31,70030.19,17769.65,1288443.49,72.51,0.2404,0,0,1,0,6.1,50.7,B,2
COMP_0320,auto_components,karnataka,0.62,320795.74,26732.98,4423.2,198893.36,44.97,0.4751,5,0,0,0,7.49,56.7,B,2
COMP_0321,auto_components,chhattisgarh,0.92,461304.06,38442.0,8620.46,721110.51,83.65,0.344,0,0,0,0,7.01,45.4,C,1
COMP_0322,paper,gujarat,0.82,150162.77,12513.56,2869.48,123133.47,42.91,0.5475,0,0,0,0,7.47,53.2,B,2
COMP_0323,auto_components,gujarat,0.82,105026.43,8752.2,1064.99,153674.67,144.3,0.8915,0,0,0,0,7.12,67.2,B+,3
COMP_0324,cement,bihar,0.84,689903.59,57491.97,8282.43,1023265.0,123.55,0.3563,0,15,0,1,7.05,61.3,B,2
COMP_0325,textile,jharkhand,0.89,114687.11,9557.26,1264.76,175838.27,139.03,0.6394,0,0,0,0,7.65,49.4,C,1
COMP_0326,plastics,delhi,0.72,131503.88,10958.66,2833.09,94682.79,33.42,0.8955,25,0,0,0,8.05,66.2,B+,3
COMP_0327,pharma,kerala,0.42,93439.15,7786.6,1723.3,39244.44,22.77,0.8461,5,0,0,0,8.59,69.2,B+,3
COMP_0328,textile,madhya_pradesh,0.83,79231.18,6602.6,1716.99,116723.38,67.98,0.8099,0,0,0,1,7.28,59.9,B,2
COMP_0329,it_services,kerala,0.42,84603.92,7050.33,1734.14,35533.64,20.49,0.6457,20,0,0,1,9.18,64.8,B,2
COMP_0330,textile,delhi,0.72,203017.96,16918.16,3911.16,146172.93,37.37,0.4206,0,0,0,0,7.07,52.2,B,2
COMP_0331,plastics,chhattisgarh,0.92,359712.35,29976.03,5387.21,330935.36,61.43,0.3142,0,10,0,0,7.24,41.2,C,1
COMP_0332,auto_components,rajasthan,0.88,114597.74,9549.81,1241.61,174555.28,140.59,0.8446,0,0,0,0,6.95,61.8,B,2
COMP_0333,steel,tamil_nadu,0.68,551977.31,45998.11,9467.11,375344.57,39.65,0.5742,0,0,0,0,6.69,44.9,C,1
COMP_0334,pharma,maharashtra,0.79,97451.6,8120.97,1665.98,76986.77,46.21,0.832,0,30,1,1,7.84,81.7,A,4
COMP_0335,pharma,telangana,0.74,347021.91,28918.49,5992.28,256796.21,42.85,0.1603,0,0,0,1,8.12,44.2,C,1
COMP_0336,auto_components,andhra_pradesh,0.72,355857.09,29654.76,5885.44,485104.39,82.42,0.2737,25,5,0,0,7.35,39.1,C,1
COMP_0337,cement,west_bengal,0.9,1013378.97,84448.25,21339.34,1563846.43,73.28,0.1614,15,0,1,1,6.46,63.6,B,2
COMP_0338,chemicals,bihar,0.84,700122.08,58343.51,14583.7,588102.55,40.33,0.0837,0,0,0,0,8.21,48.0,C,1
COMP_0339,auto_components,bihar,0.84,595876.44,49656.37,9164.09,500536.21,54.62,0.1972,15,0,0,0,7.84,50.0,C,1
COMP_0340,steel,telangana,0.74,303534.43,25294.54,6843.81,224615.48,32.82,0.6508,0,0,0,1,6.29,61.2,B,2
COMP_0341,steel,west_bengal,0.9,774374.12,64531.18,15430.37,1195014.14,77.45,0.2487,40,30,0,0,7.16,53.6,B,2
COMP_0342,it_services,madhya_pradesh,0.83,129665.47,10805.46,1209.65,107622.34,88.97,0.3884,0,0,0,1,8.23,51.1,B,2
COMP_0343,plastics,haryana,0.8,70299.86,5858.32,1426.59,56239.89,39.42,0.9317,0,0,0,0,7.95,62.9,B,2
COMP_0344,textile,chhattisgarh,0.92,71386.59,5948.88,775.02,65675.67,84.74,0.7617,0,15,0,0,7.09,59.3,B,2
COMP_0345,auto_components,chhattisgarh,0.92,132896.79,11074.73,2231.3,207744.26,93.1,0.8071,5,5,0,0,6.6,53.5,B,2
COMP_0346,auto_components,odisha,0.91,270404.76,22533.73,4431.35,419992.67,94.78,0.5674,20,0,0,0,7.45,65.8,B+,3
COMP_0347,steel,west_bengal,0.9,757598.74,63133.23,18365.42,1169126.38,63.66,0.343,0,0,0,0,7.26,50.4,B,2
COMP_0348,auto_components,jharkhand,0.89,485894.93,40491.24,9568.19,432446.49,45.2,0.2786,0,10,0,0,7.0,43.4,C,1
COMP_0349,chemicals,maharashtra,0.79,126276.92,10523.08,2673.07,99758.77,37.32,0.8615,10,0,0,0,8.07,53.8,B,2
COMP_0350,it_services,west_bengal,0.9,42357.7,3529.81,347.55,38121.93,109.69,0.6823,0,0,0,0,9.03,62.7,B,2
COMP_0351,cement,maharashtra,0.79,519158.66,43263.22,9115.37,410135.34,44.99,0.4696,0,0,0,0,6.81,47.4,C,1
COMP_0352,paper,andhra_pradesh,0.72,236503.63,19708.64,3569.39,322401.75,90.32,0.6017,0,5,0,0,7.36,62.4,B,2
COMP_0353,it_services,west_bengal,0.9,71026.22,5918.85,1083.52,63923.6,59.0,0.7034,40,0,0,0,9.6,60.4,B,2
COMP_0354,pharma,odisha,0.91,153379.31,12781.61,2694.24,238228.74,88.42,0.6392,0,15,0,0,7.46,60.5,B,2
COMP_0355,plastics,telangana,0.74,67459.58,5621.63,1250.99,49920.09,39.9,0.7739,10,0,1,0,7.22,77.0,B+,3
COMP_0356,cement,madhya_pradesh,0.83,915063.0,76255.25,15250.85,1348070.81,88.39,0.528,0,0,0,1,6.58,72.8,B+,3
COMP_0357,auto_components,telangana,0.74,495250.51,41270.88,12117.82,685030.5,56.53,0.4669,0,5,0,0,6.78,58.9,B,2
COMP_0358,plastics,telangana,0.74,375810.86,31317.57,7862.45,278100.04,35.37,0.1932,40,0,0,0,7.4,48.0,C,1
COMP_0359,plastics,bihar,0.84,229988.56,19165.71,2292.15,341119.03,148.82,0.6565,0,0,0,0,7.94,49.6,C,1
COMP_0360,it_services,karnataka,0.62,67755.3,5646.28,848.7,42008.29,49.5,0.7643,0,0,0,0,8.66,51.4,B,2
COMP_0361,chemicals,telangana,0.74,368263.86,30688.65,8407.21,509382.57,60.59,0.5198,0,0,0,0,8.36,58.2,B,2
COMP_0362,cement,uttar_pradesh,0.85,864800.16,72066.68,8476.1,1291319.61,152.35,0.2815,0,0,0,0,6.83,33.8,D,0
COMP_0363,plastics,chhattisgarh,0.92,419991.82,34999.32,7531.99,386392.47,51.3,0.1788,0,15,0,0,8.34,37.2,C,1
COMP_0364,auto_components,rajasthan,0.88,480280.01,40023.33,5706.61,731562.51,128.2,0.3456,0,0,0,0,7.58,55.7,B,2
COMP_0365,steel,punjab,0.76,316712.26,26392.69,2646.3,240701.32,90.96,0.6405,25,10,0,1,7.38,64.8,B,2
COMP_0366,plastics,bihar,0.84,334507.75,27875.65,8306.07,496141.9,59.73,0.3202,40,0,0,0,7.54,48.2,C,1
COMP_0367,plastics,kerala,0.42,200952.91,16746.08,3450.89,84400.22,24.46,0.5506,25,10,0,0,7.95,63.8,B,2
COMP_0368,plastics,andhra_pradesh,0.72,415963.39,34663.62,4469.24,299493.64,67.01,0.1869,10,10,0,0,7.0,40.2,C,1
COMP_0369,paper,odisha,0.91,260586.67,21715.56,4840.08,237133.87,48.99,0.4372,10,0,0,0,6.93,54.3,B,2
COMP_0370,it_services,maharashtra,0.79,125323.76,10443.65,1522.89,99005.77,65.01,0.3509,0,10,0,1,8.14,61.5,B,2
COMP_0371,it_services,jharkhand,0.89,151092.77,12591.06,2098.4,134472.56,64.08,0.2697,20,0,0,0,8.87,50.3,B,2
COMP_0372,food_processing,madhya_pradesh,0.83,115259.92,9604.99,2247.58,95665.73,42.56,0.7368,0,5,0,0,7.53,66.5,B+,3
COMP_0373,chemicals,delhi,0.72,614673.25,51222.77,6974.85,837922.58,120.13,0.1469,0,0,0,0,8.14,42.0,C,1
COMP_0374,plastics,madhya_pradesh,0.83,260330.12,21694.18,6324.55,216074.0,34.16,0.4245,10,0,0,0,7.78,56.4,B,2
COMP_0375,pharma,delhi,0.72,263570.96,21964.25,4144.49,189771.09,45.79,0.3217,20,5,0,0,7.76,57.9,B,2
COMP_0376,cement,punjab,0.76,490461.45,40871.79,11600.68,688215.51,59.33,0.6752,0,10,0,1,6.22,60.1,B,2
COMP_0377,food_processing,tamil_nadu,0.68,116802.52,9733.54,2560.33,79425.71,31.02,0.7699,10,0,0,0,6.31,59.3,B,2
COMP_0378,plastics,haryana,0.8,101112.11,8426.01,1190.96,80889.69,67.92,0.6551,0,0,0,1,8.05,55.2,B,2
COMP_0379,paper,bihar,0.84,94030.27,7835.86,1385.61,78985.43,57.0,1.0,5,0,0,0,6.87,66.7,B+,3
COMP_0380,steel,rajasthan,0.88,804362.05,67030.17,17629.68,1225204.28,69.5,0.2246,0,10,0,0,6.35,47.9,C,1
COMP_0381,cement,odisha,0.91,433857.48,36154.79,10234.09,673867.43,65.85,0.594,10,0,0,0,6.07,66.4,B+,3
COMP_0382,textile,karnataka,0.62,114420.33,9535.03,1353.36,70940.61,52.42,0.6035,5,5,0,0,6.9,56.3,B,2
COMP_0383,steel,chhattisgarh,0.92,648582.21,54048.52,8183.01,596695.64,72.92,0.4744,5,10,0,0,6.13,52.3,B,2
COMP_0384,steel,haryana,0.8,826981.21,68915.1,13426.55,1193499.28,88.89,0.2293,10,15,0,1,6.26,49.1,C,1
COMP_0385,pharma,uttar_pradesh,0.85,122504.52,10208.71,2000.97,182923.76,91.42,0.828,10,0,1,0,8.62,64.4,B,2
COMP_0386,paper,andhra_pradesh,0.72,283001.97,23583.5,5361.84,203761.42,38.0,0.6274,0,15,0,1,6.95,67.2,B+,3
COMP_0387,chemicals,gujarat,0.82,384176.06,32014.67,9126.12,562126.41,61.6,0.5384,10,0,0,1,8.12,58.4,B,2
COMP_0388,food_processing,haryana,0.8,275514.95,22959.58,5045.21,220411.96,43.69,0.3224,5,10,1,0,6.97,52.1,B,2
COMP_0389,pharma,rajasthan,0.88,142275.94,11856.33,2328.32,125202.83,53.77,0.7318,0,0,0,0,7.53,53.4,B,2
COMP_0390,cement,andhra_pradesh,0.72,721922.97,60160.25,6925.39,984125.39,142.1,0.5211,5,15,0,0,7.14,59.3,B,2
COMP_0391,auto_components,gujarat,0.82,391872.22,32656.02,7320.1,573387.43,78.33,0.3043,0,0,1,0,7.59,60.4,B,2
COMP_0392,food_processing,bihar,0.84,136399.12,11366.59,1230.03,114575.26,93.15,0.654,0,0,0,0,7.68,60.1,B,2
COMP_0393,auto_components,andhra_pradesh,0.72,186973.37,15581.11,1959.03,134620.83,68.72,0.8644,0,0,0,1,7.65,67.4,B+,3
COMP_0394,food_processing,haryana,0.8,148741.43,12395.12,2383.96,214663.63,90.04,0.7246,40,5,0,0,7.57,59.6,B,2
COMP_0395,chemicals,odisha,0.91,709824.29,59152.02,16303.67,645940.1,39.62,0.0974,10,0,0,0,7.64,40.3,C,1
