scenario_id,industry,state,grid_factor,solar_irradiation,monthly_kwh,baseline_co2_kg,tariff_per_kwh,solar_percent,ev_percent,peak_shift_hours,solar_co2_saved,ev_co2_saved,peak_co2_saved,total_co2_saved_kg,new_monthly_co2_kg,cost_saved_rs_month,cost_saved_rs_year,reduction_percent
SIM_00153,cement,rajasthan,0.88,5.8,80513.09,70851.52,6.88,51.1,10.74,7.49,42359.83,933.32,10619.16,47772.81,23078.71,407821.79,4893861.48,67.43
SIM_00154,chemicals,odisha,0.91,4.7,57741.7,52544.95,6.83,9.65,27.24,5.5,5098.21,1890.19,5776.79,11918.25,40626.7,158405.85,1900870.18,22.68
SIM_00155,it_services,rajasthan,0.88,5.8,3322.11,2923.45,9.59,52.38,17.66,5.7,1791.51,123.75,333.21,2343.42,580.04,27463.86,329566.37,80.16
SIM_00156,cement,kerala,0.42,4.2,26703.06,11215.28,7.37,13.63,46.47,3.12,1421.18,2678.54,699.03,4521.54,6693.75,139397.01,1672764.16,40.32
SIM_00157,cement,telangana,0.74,5.2,58616.95,43376.54,6.78,58.15,8.35,5.37,27240.19,628.4,4659.12,30712.24,12664.3,293789.23,3525470.73,70.8
SIM_00158,auto_components,andhra_pradesh,0.72,5.4,24654.61,17751.32,6.51,51.17,12.92,7.79,10083.3,552.99,2767.25,11445.07,6306.25,126132.33,1513588.01,64.47
SIM_00159,it_services,karnataka,0.62,5.3,2995.71,1857.34,8.64,8.62,7.56,0.2,175.21,48.52,7.51,229.7,1627.64,4728.96,56747.56,12.37
SIM_00160,auto_components,west_bengal,0.9,4.5,36660.17,32994.15,6.46,33.16,1.0,3.05,10666.8,41.11,2011.86,13821.41,19172.75,83260.05,999120.57,41.89
SIM_00161,pharma,karnataka,0.62,5.3,30712.01,19041.44,8.39,76.05,1.33,4.56,13329.01,53.42,1735.57,14967.61,4073.84,189969.01,2279628.17,78.61
SIM_00162,steel,tamil_nadu,0.68,5.0,37723.89,25652.25,6.89,5.76,1.06,6.04,1552.58,49.95,3098.3,4245.31,21406.93,27553.41,330640.95,16.55
SIM_00163,cement,andhra_pradesh,0.72,5.4,42884.49,30876.83,6.67,18.17,54.78,2.76,6226.59,3653.74,1701.32,11888.78,18988.05,243462.5,2921550.03,38.5
SIM_00164,auto_components,jharkhand,0.89,4.6,27035.83,24061.89,7.52,4.63,1.92,0.42,1102.58,70.66,199.75,1369.35,22692.54,13765.38,165184.55,5.69
SIM_00165,cement,rajasthan,0.88,5.8,87533.04,77029.07,5.98,20.13,4.93,6.71,18137.53,627.81,10332.66,29514.69,47514.38,179185.27,2150223.19,38.32
SIM_00166,plastics,gujarat,0.82,5.6,13381.34,10972.7,7.96,59.73,24.44,3.78,7472.08,444.95,828.49,7945.15,3027.55,98588.42,1183061.07,72.41
SIM_00167,steel,maharashtra,0.79,5.1,49973.68,39479.2,6.19,77.73,55.39,4.81,27635.44,3470.93,3795.24,33976.89,5502.32,405962.32,4871547.84,86.06
SIM_00168,paper,rajasthan,0.88,5.8,37871.76,33327.15,7.89,58.31,54.58,6.61,22737.65,2436.96,4408.03,26676.64,6650.51,350837.15,4210045.83,80.04
SIM_00169,plastics,uttar_pradesh,0.85,4.8,29496.83,25072.3,6.91,76.85,56.29,0.64,17550.61,2160.48,322.72,20789.41,4282.89,260598.67,3127184.01,82.92
SIM_00170,auto_components,west_bengal,0.9,4.5,45769.25,41192.32,7.73,2.93,45.83,4.61,1176.16,2250.88,3796.96,6737.75,34454.57,146486.96,1757843.56,16.36
SIM_00171,food_processing,uttar_pradesh,0.85,4.8,29086.32,24723.38,6.79,32.43,4.33,2.64,8179.04,200.67,1304.08,9265.03,15458.34,79370.91,952450.86,37.47
SIM_00172,chemicals,punjab,0.76,5.0,38997.39,29638.01,8.78,34.7,30.13,6.55,10798.92,2051.43,3882.73,16106.49,13531.52,242579.08,2910948.93,54.34
SIM_00173,it_services,west_bengal,0.9,4.5,8516.71,7665.04,7.9,53.68,12.25,0.46,4012.09,117.68,70.3,3921.91,3743.13,42008.67,504103.99,51.17
SIM_00174,cement,kerala,0.42,4.2,63903.01,26839.26,6.22,75.98,7.68,2.66,18787.48,650.97,1427.22,22185.79,4653.48,311694.68,3740336.12,82.66
SIM_00175,steel,kerala,0.42,4.2,24482.61,10282.69,7.19,58.69,20.12,7.29,5612.47,715.64,1500.16,8138.97,2143.73,133327.14,1599925.66,79.15
SIM_00176,cement,gujarat,0.82,5.6,25804.5,21159.69,6.01,37.82,53.78,0.41,9122.42,1502.57,174.02,11130.8,10028.9,147023.81,1764285.78,52.6
SIM_00177,paper,tamil_nadu,0.68,5.0,34386.91,23383.1,8.27,17.4,33.97,4.0,4273.29,2003.01,1870.59,7944.29,15438.81,155530.16,1866361.96,33.97
SIM_00178,auto_components,bihar,0.84,4.7,48164.39,40458.09,7.16,79.67,10.58,5.03,28320.66,546.58,4068.89,33536.14,6921.94,281159.95,3373919.36,82.89
SIM_00179,food_processing,maharashtra,0.79,5.1,22061.0,17428.19,7.79,39.77,17.41,0.54,7380.92,336.07,187.91,8624.75,8803.44,90804.59,1089655.12,49.49
SIM_00180,textile,chhattisgarh,0.92,4.9,16290.08,14986.88,7.2,64.32,59.56,7.89,9977.65,1335.39,2363.84,12420.59,2566.29,159950.94,1919411.32,82.88
SIM_00181,cement,uttar_pradesh,0.85,4.8,39197.45,33317.83,6.55,38.92,14.97,1.22,13227.71,671.18,811.17,14549.34,18768.49,140266.99,1683203.84,43.67
SIM_00182,plastics,west_bengal,0.9,4.5,23367.45,21030.7,8.42,18.25,51.37,1.01,3742.13,1632.15,426.91,6155.66,14875.04,128029.54,1536354.52,29.27
SIM_00183,paper,punjab,0.76,5.0,38424.18,29202.38,7.74,37.78,43.69,4.11,11584.02,2402.48,2397.69,17578.32,11624.06,247552.73,2970632.79,60.19
SIM_00184,paper,haryana,0.8,5.1,12894.23,10315.38,7.02,59.07,25.07,6.28,6488.89,493.5,1294.64,7268.49,3046.89,86172.74,1034072.89,70.46
SIM_00185,cement,chhattisgarh,0.92,4.9,42566.84,39161.49,6.64,36.46,14.67,6.65,14779.79,509.8,5209.06,22356.44,16805.05,146986.09,1763833.05,57.09
SIM_00186,steel,telangana,0.74,5.2,72673.27,53778.22,7.34,72.87,13.94,3.32,37644.75,1012.71,3566.31,45462.08,8316.14,434956.11,5219473.28,84.54
SIM_00187,paper,telangana,0.74,5.2,18848.58,13947.95,6.48,30.06,47.23,2.36,4527.77,858.0,658.36,5971.69,7976.27,84453.94,1013447.23,42.81
SIM_00188,plastics,chhattisgarh,0.92,4.9,13708.94,12612.23,6.71,33.58,38.66,7.45,4382.93,463.05,1880.29,6070.91,6541.32,62537.79,750453.45,48.14
SIM_00189,textile,karnataka,0.62,5.3,5491.91,3404.98,6.9,45.55,48.64,2.95,1698.3,311.75,200.99,2240.02,1164.96,34071.15,408853.83,65.79
SIM_00190,textile,rajasthan,0.88,5.8,4871.03,4286.5,6.49,18.5,3.01,6.09,927.77,19.94,522.25,1535.87,2750.63,9097.17,109166.1,35.83
SIM_00191,cement,chhattisgarh,0.92,4.9,59020.38,54298.75,6.84,27.46,7.26,0.75,15430.99,451.67,815.99,15662.33,38636.41,142379.95,1708559.39,28.84
SIM_00192,cement,rajasthan,0.88,5.8,30212.12,26586.67,6.35,6.48,33.62,1.21,2015.32,1267.1,641.85,4115.53,22471.14,86164.27,1033971.28,15.48
SIM_00193,auto_components,gujarat,0.82,5.6,34834.6,28564.37,8.25,5.48,50.43,4.19,1785.89,2680.83,2395.47,6395.65,22168.72,167444.32,2009331.84,22.39
SIM_00194,pharma,uttar_pradesh,0.85,4.8,14821.74,12598.48,9.25,26.96,6.45,7.63,3464.15,92.77,1923.62,6052.76,6545.71,49004.77,588057.23,48.04
SIM_00195,chemicals,jharkhand,0.89,4.6,16536.79,14717.74,8.37,26.25,0.92,6.21,3824.2,12.87,1828.3,5724.91,8992.83,41861.16,502333.89,38.9
SIM_00196,steel,rajasthan,0.88,5.8,64396.35,56668.79,6.2,73.91,53.57,5.93,39668.15,5180.96,6723.99,53941.52,2727.27,580832.66,6969991.91,95.19
SIM_00197,pharma,odisha,0.91,4.7,9667.65,8797.57,8.96,59.05,26.31,4.52,5221.11,341.53,795.9,5884.64,2912.92,73103.28,877239.39,66.89
SIM_00198,chemicals,jharkhand,0.89,4.6,32079.52,28550.77,8.85,19.22,18.86,2.83,5433.09,852.12,1613.12,8164.96,20385.82,106435.08,1277220.95,28.6
SIM_00199,paper,andhra_pradesh,0.72,5.4,24148.58,17386.98,6.53,74.54,37.4,4.22,12170.88,1628.14,1469.17,14218.64,3168.34,195076.71,2340920.47,81.78
SIM_00200,plastics,delhi,0.72,4.9,32085.51,23101.57,8.59,19.55,49.93,6.22,4674.12,1778.62,2873.41,11086.07,12015.49,154211.0,1850532.03,47.99
SIM_00201,chemicals,jharkhand,0.89,4.6,15407.75,13712.9,7.61,65.67,54.9,0.89,8915.35,1208.28,243.84,11986.12,1726.77,144310.39,1731724.7,87.41
SIM_00202,steel,kerala,0.42,4.2,65677.87,27584.71,7.42,53.58,21.42,1.28,13744.02,2135.72,704.74,16587.1,10997.61,335045.66,4020547.87,60.13
SIM_00203,food_processing,maharashtra,0.79,5.1,4625.74,3654.33,7.5,54.39,23.4,1.8,2116.76,167.58,131.64,2009.16,1645.18,29166.92,350003.0,54.98
SIM_00204,chemicals,andhra_pradesh,0.72,5.4,46161.66,33236.4,8.01,12.47,20.26,4.59,4600.76,1165.63,3051.22,8526.09,24710.31,119113.29,1429359.49,25.65
SIM_00205,cement,delhi,0.72,4.9,22477.7,16183.95,7.31,5.01,32.19,3.78,838.66,1051.29,1223.72,2498.51,13685.43,64348.58,772182.97,15.44
SIM_00206,auto_components,madhya_pradesh,0.83,5.3,17777.52,14755.34,6.47,3.8,10.36,3.07,614.67,246.39,905.45,1797.37,12957.97,20072.19,240866.32,12.18
SIM_00207,cement,tamil_nadu,0.68,5.0,75827.49,51562.69,7.27,68.23,10.25,6.05,36093.88,934.51,6240.49,39395.08,12167.61,450845.55,5410146.54,76.4
SIM_00208,chemicals,karnataka,0.62,5.3,34678.94,21500.94,8.67,21.99,39.46,1.61,5176.82,1887.89,692.79,7048.09,14452.85,163054.19,1956650.32,32.78
SIM_00209,food_processing,west_bengal,0.9,4.5,19467.86,17521.07,7.13,52.71,33.18,6.54,9003.91,884.1,2290.22,13492.39,4028.68,126514.45,1518173.39,77.01
SIM_00210,cement,bihar,0.84,4.7,48351.63,40615.37,7.21,33.73,17.82,1.96,13766.65,1158.54,1590.32,17173.03,23442.34,184615.89,2215390.7,42.28
SIM_00211,plastics,maharashtra,0.79,5.1,6557.93,5180.76,7.45,9.19,22.25,5.74,507.11,179.54,595.15,1274.53,3906.23,15799.98,189599.71,24.6
SIM_00212,plastics,haryana,0.8,5.1,34004.71,27203.76,7.79,5.14,16.6,7.55,1489.37,573.22,4109.43,6495.93,20707.84,56504.58,678054.9,23.88
SIM_00213,it_services,maharashtra,0.79,5.1,10557.45,8340.38,9.19,15.96,2.48,2.22,1417.54,35.85,371.0,2029.08,6311.31,19649.77,235797.19,24.33
SIM_00214,cement,jharkhand,0.89,4.6,33419.5,29743.36,6.06,25.32,52.83,6.96,7454.93,1530.14,4142.96,14558.07,15185.29,144638.16,1735657.88,48.95
SIM_00215,textile,telangana,0.74,5.2,17223.5,12745.39,6.84,19.05,19.12,3.67,2622.56,514.31,934.82,4131.61,8613.79,52660.43,631925.11,32.42
SIM_00216,plastics,jharkhand,0.89,4.6,22078.66,19650.01,7.2,16.32,5.31,3.77,3174.74,120.86,1479.65,4954.66,14695.35,36037.86,432454.27,25.21
SIM_00217,cement,gujarat,0.82,5.6,44599.08,36571.24,6.39,74.81,11.44,7.98,25599.87,744.64,5834.03,32213.6,4357.64,252603.46,3031241.48,88.08
SIM_00218,it_services,rajasthan,0.88,5.8,7173.57,6312.74,9.77,55.07,56.57,3.36,4067.62,545.01,423.86,4508.87,1803.87,76764.5,921173.98,71.42
SIM_00219,textile,jharkhand,0.89,4.6,17637.04,15696.97,8.36,77.64,1.01,7.8,10987.88,21.24,2449.6,13684.64,2012.33,111261.03,1335132.39,87.18
SIM_00220,textile,punjab,0.76,5.0,21978.87,16703.94,7.59,20.71,44.91,5.01,3632.73,1404.48,1673.02,6751.84,9952.1,112811.21,1353734.55,40.42
SIM_00221,chemicals,madhya_pradesh,0.83,5.3,29987.8,24889.87,8.43,56.34,18.7,1.55,15355.85,909.54,772.16,15619.67,9270.2,206898.82,2482785.89,62.76
SIM_00222,steel,karnataka,0.62,5.3,29158.01,18077.97,7.81,35.66,16.14,3.57,7058.52,803.99,1290.21,9616.82,8461.15,131215.18,1574582.1,53.2
SIM_00223,chemicals,gujarat,0.82,5.6,20007.78,16406.38,8.11,62.83,50.0,4.43,11484.47,1332.84,1453.79,14567.39,1838.99,188631.73,2263580.75,88.79
SIM_00224,food_processing,chhattisgarh,0.92,4.9,15501.63,14261.5,6.23,66.1,54.47,3.18,9757.49,855.23,907.94,12041.91,2219.58,116743.93,1400927.19,84.44
SIM_00225,pharma,bihar,0.84,4.7,22765.77,19123.24,9.3,14.6,37.2,1.42,2805.83,1070.46,541.59,4647.49,14475.75,90473.71,1085684.5,24.3
SIM_00226,textile,bihar,0.84,4.7,22837.37,19183.39,7.55,12.52,51.56,1.1,2413.38,1322.15,420.8,3572.63,15610.76,94000.2,1128002.35,18.62
SIM_00227,plastics,tamil_nadu,0.68,5.0,16249.31,11049.53,6.78,2.35,34.48,5.3,272.39,735.17,1170.69,2242.72,8806.81,41712.52,500550.25,20.3
SIM_00228,textile,tamil_nadu,0.68,5.0,7680.14,5222.5,7.63,53.18,34.88,2.21,2916.17,371.72,230.56,3797.65,1424.85,51445.96,617351.52,72.72
SIM_00229,auto_components,madhya_pradesh,0.83,5.3,12048.33,10000.12,6.82,25.65,3.28,4.37,2809.14,38.73,874.74,3942.06,6058.05,27295.72,327548.59,39.42
SIM_00230,chemicals,odisha,0.91,4.7,27948.18,25432.85,7.72,39.22,17.76,6.87,10025.77,757.59,3495.0,12206.51,13226.34,136938.59,1643263.12,48.0
SIM_00231,pharma,madhya_pradesh,0.83,5.3,33325.92,27660.51,8.46,58.82,44.85,0.43,17815.58,1282.06,239.75,18532.25,9128.27,250888.07,3010656.8,67.0
SIM_00232,plastics,jharkhand,0.89,4.6,9503.81,8458.39,7.05,17.66,7.47,6.8,1479.02,99.75,1150.52,2381.91,6076.48,20009.55,240114.58,28.16
SIM_00233,it_services,uttar_pradesh,0.85,4.8,7871.48,6690.75,10.3,35.71,9.67,2.65,2437.06,108.76,354.7,2479.39,4211.36,36729.47,440753.68,37.06
SIM_00234,cement,rajasthan,0.88,5.8,27531.0,24227.28,6.54,60.99,52.9,1.96,16959.1,1769.23,949.48,18469.35,5757.93,226177.84,2714134.14,76.23
SIM_00235,it_services,west_bengal,0.9,4.5,7189.9,6470.91,9.88,43.12,37.43,0.2,2720.47,330.67,25.71,2925.16,3545.75,48562.88,582754.55,45.2
SIM_00236,plastics,tamil_nadu,0.68,5.0,11917.32,8103.78,6.64,69.89,31.36,1.0,5672.65,522.96,162.64,6638.0,1465.77,81115.41,973384.87,81.91
SIM_00237,textile,chhattisgarh,0.92,4.9,9919.79,9126.21,7.24,54.63,11.62,1.63,5160.03,175.84,297.7,5175.69,3950.52,51362.46,616349.51,56.71
SIM_00238,plastics,jharkhand,0.89,4.6,12718.09,11319.1,7.25,41.81,31.6,7.22,4685.44,330.56,1634.05,5974.86,5344.24,60595.07,727140.87,52.79
SIM_00239,food_processing,haryana,0.8,5.1,29644.96,23715.96,7.93,14.1,24.47,1.87,3561.24,888.1,886.16,5103.53,18612.44,84402.05,1012824.58,21.52
SIM_00240,steel,madhya_pradesh,0.83,5.3,57283.76,47545.52,6.51,21.75,33.28,6.92,11325.09,2610.42,6581.15,22290.68,25254.84,243802.63,2925631.54,46.88
SIM_00241,textile,madhya_pradesh,0.83,5.3,7405.84,6146.85,8.25,1.5,20.02,7.8,101.07,185.67,958.79,1315.72,4831.13,13788.37,165460.49,21.4
SIM_00242,auto_components,gujarat,0.82,5.6,44376.3,36388.56,7.87,70.74,46.47,4.55,25471.99,2915.66,3309.6,34231.93,2156.63,408696.32,4904355.79,94.07
SIM_00243,steel,telangana,0.74,5.2,35575.36,26325.77,6.17,55.57,6.49,4.86,15798.91,290.84,2556.8,15955.35,10370.42,152655.11,1831861.26,60.61
SIM_00244,pharma,andhra_pradesh,0.72,5.4,12580.87,9058.23,8.46,29.55,55.53,0.09,2971.46,844.72,16.27,3809.26,5248.97,76825.83,921909.98,42.05
SIM_00245,food_processing,punjab,0.76,5.0,17980.66,13665.3,6.44,25.34,4.8,4.94,3635.25,118.93,1351.11,5428.49,8236.81,40285.29,483423.45,39.72
SIM_00246,pharma,west_bengal,0.9,4.5,22838.43,20554.59,7.04,5.35,50.03,2.48,1071.44,1629.09,1021.26,3840.5,16714.09,102420.94,1229051.23,18.68
SIM_00247,steel,bihar,0.84,4.7,39085.26,32831.62,7.79,71.78,10.98,5.79,22982.13,629.99,3800.38,25908.59,6923.03,257525.02,3090300.23,78.91
SIM_00248,chemicals,odisha,0.91,4.7,13842.7,12596.86,7.77,35.83,19.58,6.72,4536.35,399.1,1693.63,6960.23,5636.63,65710.59,788527.12,55.25
SIM_00249,it_services,madhya_pradesh,0.83,5.3,9728.13,8074.35,9.54,48.54,1.32,0.36,4291.76,11.78,58.35,4380.36,3693.99,50167.03,602004.39,54.25
SIM_00250,auto_components,rajasthan,0.88,5.8,22724.14,19997.24,7.4,58.2,47.12,1.17,13617.95,956.49,469.1,15295.89,4701.35,168780.07,2025360.85,76.49
SIM_00251,steel,maharashtra,0.79,5.1,70097.71,55377.19,6.85,79.74,24.27,7.43,38764.03,1740.04,8225.09,54131.56,1245.63,447993.07,5375916.8,97.75
SIM_00252,pharma,tamil_nadu,0.68,5.0,15759.43,10716.41,7.71,9.51,0.63,5.4,1069.93,10.62,1157.91,2206.06,8510.35,16588.25,199058.99,20.59
SIM_00253,chemicals,rajasthan,0.88,5.8,39840.21,35059.39,7.65,59.95,38.01,6.88,24541.57,2146.57,4820.75,29449.95,5609.44,345019.94,4140239.29,84.0
SIM_00254,paper,madhya_pradesh,0.83,5.3,16837.86,13975.42,8.14,42.12,52.08,2.62,6445.8,1169.78,731.56,7974.64,6000.78,127897.76,1534773.1,57.06
SIM_00255,food_processing,rajasthan,0.88,5.8,24549.56,21603.61,6.91,33.52,59.74,4.83,8473.6,1905.79,2087.24,11835.62,9767.99,177065.81,2124789.75,54.79
SIM_00256,auto_components,chhattisgarh,0.92,4.9,34255.18,31514.76,7.57,63.0,24.61,1.19,20549.72,886.21,753.14,21531.15,9983.62,221628.65,2659543.78,68.32
SIM_00257,food_processing,delhi,0.72,4.9,7639.0,5500.08,7.9,45.09,4.27,1.13,2566.66,38.38,123.76,2832.82,2667.26,30485.54,365826.43,51.51
SIM_00258,textile,jharkhand,0.89,4.6,13767.64,12253.2,8.05,35.58,39.2,2.79,4316.36,860.57,682.53,5863.06,6390.14,88949.23,1067390.78,47.85
SIM_00259,it_services,gujarat,0.82,5.6,13985.27,11467.92,10.15,51.62,29.92,1.62,6748.28,485.93,372.62,7327.44,4140.48,110687.35,1328248.18,63.9
SIM_00260,food_processing,kerala,0.42,4.2,5226.06,2194.95,7.12,65.34,23.26,6.41,1333.87,161.18,281.44,2146.1,48.84,30726.61,368719.27,97.77
SIM_00261,food_processing,tamil_nadu,0.68,5.0,17127.58,11646.76,6.84,58.44,43.61,3.69,7146.81,948.61,858.68,9994.66,1652.1,120333.42,1444001.06,85.81
SIM_00262,steel,chhattisgarh,0.92,4.9,63630.95,58540.48,6.86,70.06,3.73,1.34,40978.33,277.37,1566.77,48862.32,9678.15,325111.76,3901341.08,83.47
SIM_00263,plastics,gujarat,0.82,5.6,9648.45,7911.73,8.6,79.22,9.92,4.11,5538.21,135.35,650.29,6569.36,1342.37,67304.68,807656.21,83.03
SIM_00264,paper,rajasthan,0.88,5.8,16081.74,14151.93,6.91,24.18,55.63,7.46,4003.95,1342.08,2111.4,7273.49,6878.45,110790.19,1329482.3,51.4
SIM_00265,steel,telangana,0.74,5.2,77404.18,57279.1,7.51,50.7,1.36,4.55,31363.74,149.77,5216.66,34469.29,22809.81,341625.12,4099501.48,60.18
SIM_00266,plastics,karnataka,0.62,5.3,31501.94,19531.2,7.73,54.71,33.23,0.46,11700.67,1548.21,180.18,13949.77,5581.43,218474.68,2621696.15,71.42
SIM_00267,it_services,odisha,0.91,4.7,7375.81,6711.99,9.43,69.89,44.51,4.86,4698.39,265.16,652.12,5083.62,1628.37,65751.26,789015.07,75.74
SIM_00268,paper,haryana,0.8,5.1,22997.84,18398.27,6.85,24.65,2.19,0.46,4829.09,84.25,167.89,5316.49,13081.78,46179.96,554159.49,28.9
SIM_00269,textile,jharkhand,0.89,4.6,18520.82,16483.53,8.56,13.79,40.95,3.19,2249.55,1133.6,1051.62,4440.19,12043.34,87971.77,1055661.22,26.94
SIM_00270,steel,madhya_pradesh,0.83,5.3,43148.84,35813.54,6.95,21.85,39.61,0.68,8567.34,2830.1,486.07,11534.9,24278.63,224204.39,2690452.68,32.21
SIM_00271,textile,uttar_pradesh,0.85,4.8,18593.71,15804.66,7.39,60.32,4.47,2.88,9724.55,71.34,909.14,8383.79,7420.87,90827.05,1089924.59,53.05
SIM_00272,pharma,chhattisgarh,0.92,4.9,5508.17,5067.51,7.66,33.17,19.47,0.22,1739.93,157.25,22.57,1798.37,3269.14,23529.7,282356.43,35.49
SIM_00273,plastics,andhra_pradesh,0.72,5.4,30367.46,21864.57,7.26,35.46,35.66,2.88,8607.19,1537.62,1261.51,12637.22,9227.35,166843.18,2002118.21,57.8
SIM_00274,plastics,uttar_pradesh,0.85,4.8,6883.88,5851.3,8.28,59.84,34.77,3.18,3571.68,317.62,371.96,4715.98,1135.33,53098.29,637179.5,80.6
SIM_00275,textile,punjab,0.76,5.0,19791.14,15041.27,6.66,29.07,47.69,4.55,4590.87,1375.98,1369.78,7136.5,7904.77,113854.36,1366252.31,47.45
SIM_00276,paper,chhattisgarh,0.92,4.9,17211.23,15834.33,8.22,71.94,38.47,0.16,11084.03,872.56,49.23,12048.81,3785.52,148975.16,1787701.91,76.09
SIM_00277,steel,kerala,0.42,4.2,15704.33,6595.82,6.22,62.37,35.26,5.28,3826.13,1204.37,696.08,6311.61,284.21,109584.36,1315012.32,95.69
SIM_00278,auto_components,telangana,0.74,5.2,10465.99,7744.83,7.97,11.58,31.6,4.57,968.29,529.13,707.25,1954.07,5790.76,39280.66,471367.88,25.23
SIM_00279,steel,maharashtra,0.79,5.1,22097.08,17456.7,5.96,52.83,43.94,0.4,9821.22,1617.77,139.28,10973.79,6482.91,158477.94,1901735.27,62.86
SIM_00280,plastics,bihar,0.84,4.7,31167.27,26180.5,8.71,32.55,34.97,2.96,8563.43,1126.3,1551.64,11250.43,14930.07,154226.84,1850722.12,42.97
SIM_00281,textile,delhi,0.72,4.9,19858.78,14298.32,6.71,17.36,39.19,6.1,2568.74,1057.09,1744.87,5035.7,9262.63,81214.78,974577.37,35.22
SIM_00282,chemicals,haryana,0.8,5.1,21366.37,17093.09,8.65,46.99,35.26,6.51,8554.59,651.24,2226.18,10075.86,7017.23,133801.92,1605623.04,58.95
SIM_00283,plastics,delhi,0.72,4.9,29243.32,21055.19,6.81,39.98,23.97,0.56,8711.8,728.83,235.48,11068.6,9986.58,119163.57,1429962.89,52.57
SIM_00284,pharma,bihar,0.84,4.7,32485.52,27287.84,8.52,77.76,16.88,3.66,19101.49,597.13,1998.15,21894.24,5393.6,231867.73,2782412.7,80.23
SIM_00285,chemicals,west_bengal,0.9,4.5,35522.66,31970.4,7.71,79.51,51.19,6.97,22379.28,1666.18,4455.47,25597.75,6372.64,296878.61,3562543.32,80.07
SIM_00286,paper,andhra_pradesh,0.72,5.4,34243.83,24655.56,7.81,45.67,37.04,7.75,12499.4,1556.9,3823.43,20707.25,3948.31,225249.88,2702998.56,83.99
SIM_00287,plastics,gujarat,0.82,5.6,9944.69,8154.65,8.58,7.26,12.83,7.86,674.83,146.76,1282.33,2146.75,6007.9,18870.38,226444.6,26.33
SIM_00288,auto_components,delhi,0.72,4.9,43390.41,31241.09,7.04,26.75,11.75,0.6,8648.03,658.37,374.89,9938.21,21302.88,118279.5,1419353.95,31.81
SIM_00289,chemicals,andhra_pradesh,0.72,5.4,11927.87,8588.06,7.84,13.19,43.85,0.33,1257.25,933.21,56.44,2561.16,6026.9,60122.73,721472.72,29.82
SIM_00290,plastics,kerala,0.42,4.2,28730.19,12066.68,6.5,73.88,0.58,5.09,8291.03,35.49,1228.9,9196.63,2870.05,135472.36,1625668.28,76.22
SIM_00291,steel,gujarat,0.82,5.6,71265.54,58437.74,7.24,1.54,43.24,2.78,1025.02,3135.81,3247.49,7307.64,51130.1,184059.44,2208713.31,12.5
SIM_00292,pharma,jharkhand,0.89,4.6,7468.28,6646.77,8.01,22.79,34.63,4.77,1499.6,407.57,633.49,2786.35,3860.42,37968.66,455623.88,41.92
SIM_00293,it_services,haryana,0.8,5.1,8906.61,7125.29,8.82,30.74,24.55,3.23,2332.72,251.51,460.94,2726.26,4399.03,40405.4,484864.85,38.26
SIM_00294,paper,chhattisgarh,0.92,4.9,14001.58,12881.45,7.03,75.57,9.17,0.09,9017.02,101.78,22.71,7133.23,5748.23,74750.48,897005.81,55.38
SIM_00295,steel,jharkhand,0.89,4.6,41149.68,36623.22,6.27,69.27,55.52,4.38,25114.55,3320.48,3209.28,31426.27,5196.94,368993.57,4427922.81,85.81
SIM_00296,cement,uttar_pradesh,0.85,4.8,76211.1,64779.43,6.84,52.16,47.19,7.4,34467.03,3005.65,9585.21,41418.17,23361.27,463311.83,5559741.95,63.94
SIM_00297,auto_components,jharkhand,0.89,4.6,41735.31,37144.43,6.45,64.67,2.05,1.12,23782.03,122.34,829.61,23352.3,13792.13,181069.29,2172831.54,62.87
SIM_00298,pharma,jharkhand,0.89,4.6,15638.16,13917.97,8.6,50.37,47.74,5.99,6940.38,786.55,1667.7,10397.35,3520.62,115845.42,1390144.98,74.7
SIM_00299,food_processing,chhattisgarh,0.92,4.9,25693.05,23637.6,7.45,14.93,52.16,5.44,3653.71,1139.6,2569.55,7454.72,16182.88,100922.53,1211070.38,31.54
SIM_00300,paper,west_bengal,0.9,4.5,22661.14,20395.03,8.28,21.41,58.84,2.61,4257.14,1520.62,1065.67,6562.96,13832.07,127664.54,1531974.5,32.18
SIM_00301,auto_components,jharkhand,0.89,4.6,40463.83,36012.81,7.7,45.66,23.84,5.9,16278.82,977.58,4247.38,20436.56,15576.25,206455.42,2477465.1,56.75
SIM_00302,food_processing,kerala,0.42,4.2,22612.67,9497.32,6.03,30.07,23.78,3.82,2655.6,810.83,725.96,4081.02,5416.3,74783.05,897396.64,42.97
SIM_00303,cement,kerala,0.42,4.2,24442.7,10265.93,6.5,60.93,6.17,3.14,5817.28,171.06,645.12,7398.07,2867.86,100065.91,1200790.88,72.06
SIM_00304,chemicals,odisha,0.91,4.7,26935.09,24510.93,7.31,45.17,2.9,3.1,11126.12,119.59,1518.21,13972.29,10538.64,99822.68,1197872.21,57.0
SIM_00305,chemicals,andhra_pradesh,0.72,5.4,14939.84,10756.69,8.57,14.82,4.79,2.0,1769.92,120.27,430.98,1862.61,8894.07,28563.84,342766.06,17.32
SIM_00306,steel,jharkhand,0.89,4.6,45418.23,40422.23,6.54,66.15,46.16,0.36,26472.88,2051.48,290.23,31966.53,8455.69,309725.28,3716703.35,79.08
